,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[CO2],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],baseline_concentration[CO2],seed,stochastic_run,use_seed
397619,5.042318809,4.393874691,5.139715761,187.5337744,1.003303486,1.586086051,0.827715581,0.865519017,0.300334667,0.351466687,6.997909958,30.67705402,0.000426338,1.386009289,0.005711334,0.02694254,-0.004088114,-0.002471221,-7.59E-05,1.14E-06,-0.000668638,-2.39E-06,-2.24E-05,-9.42E-06,1.76E-07,3.26E-06,3.88E-07,-34054.14308,0.000132267,0.000784173,-8.05E-05,-4.95E-05,0.000143798,0.00355846,0.825775623,0.997479459,1.605158598,0.393974423,0.901274998,0.548189182,1.426564687,0.93938717,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,1.009360167,279.1536975,160005744,FALSE,FALSE
399215,4.670030909,3.979129573,11.67743242,88.77209679,0.77671325,4.669868039,0.868670857,1.791891449,0.731931413,0.622525659,8.338235593,28.44514396,0.004171218,6.01468812,-0.000230475,0.026177505,-0.004903755,0.000594894,-5.27E-05,-3.83E-05,-0.000706589,-2.79E-06,-3.11E-05,-7.79E-06,0.264867413,3.21E-52,4.559606667,-2.319426147,0.000231578,0.001379173,-0.00011574,-0.00011662,5.41E-05,0.001581893,0.884851989,1.086078148,0.69364935,0.793099837,0.840517423,1.304370563,2.014467121,1.040464405,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,0.983279503,278.6091858,160642548,FALSE,FALSE
399752,4.582314191,5.881185154,30.29227461,74.0572627,1.090987039,2.201631557,1.112759048,1.476239176,0.813485116,0.521185808,6.480094985,28.60374584,0.006299584,1.40912641,0.001810042,0.039768566,-0.001090499,-0.004231191,-7.34E-05,-2.35E-05,-0.000559527,-2.53E-06,-7.22E-05,-8.43E-06,0.001483204,3.919413659,6.38E-16,-1.203251664,0.000253093,0.001347334,5.57E-05,0.000267167,0.00039135,0.001301717,1.138149166,0.875842982,1.513576987,1.07643035,1.008805891,1.593905227,1.186957872,0.903046714,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,0.951837357,274.747045,160856811,FALSE,FALSE
400162,1.921177696,3.105473869,14.01224518,257.4356591,2.056620889,2.493599506,0.815995761,0.575026087,1.088146231,0.588200265,9.924642086,31.45138188,0.000632301,3.62121019,0.002078705,0.045047369,-0.007039413,-0.004501121,-9.97E-05,-1.34E-05,-0.00059833,-3.52E-06,-2.72E-05,-7.65E-06,0.006205442,0.018135341,2.13E-11,-1.256030562,0.000169341,0.001125912,-3.68E-05,2.49E-05,-0.000167193,0.001326556,1.090086778,0.950197986,1.323000059,1.164892034,1.178223695,0.576174098,0.410418512,1.158325886,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,1.098855021,278.9872834,161020401,FALSE,FALSE
400472,5.610986811,4.069971913,15.66596411,43.46618668,1.108742491,2.500655059,0.589537637,1.219424348,0.931128156,0.750617808,8.068050388,30.46830238,0.001033719,2.889697609,0.003542001,0.047411709,-0.003351449,-0.003669054,-9.65E-05,-2.78E-05,-0.000567518,-3.01E-06,-4.93E-05,-8.32E-06,0.038501164,162.5942722,3.32E-25,-1.070308356,0.000271516,0.00099998,-1.41E-05,3.57E-06,0.000115049,0.002049533,1.118430049,1.173800208,1.020462154,1.054072115,0.837202761,0.957293501,0.709457184,1.01965515,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,0.886134386,278.2671277,161144091,FALSE,FALSE
400961,21.54588813,3.537149465,13.83811583,136.5495843,1.781974087,2.788322666,0.782365878,1.102047017,1.872042396,0.610676394,9.487142928,38.04400847,-0.005046175,1.478372021,0.004716147,0.028480796,-0.004550925,-0.004120663,-7.26E-05,-6.50E-08,-0.000593011,-3.06E-06,-6.22E-05,-7.97E-06,0.004170151,0.306401742,0.049554637,-1.512466935,0.000237856,0.00062676,4.55E-05,-1.99E-05,0.000548877,0.00210443,1.100978178,1.152243908,0.388054378,1.083814596,1.146217705,1.035505516,0.624164103,1.123759444,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,0.956633024,278.0492017,161339202,FALSE,FALSE
402503,3.112905718,2.326062764,26.29914857,142.9386508,1.406661115,2.606804473,1.1209123,1.325045099,0.829085078,0.390843172,7.652212857,35.48904855,-0.001818646,2.507367283,0.003354246,0.020989865,-0.003829743,-0.003103702,-6.44E-05,-2.35E-05,-0.00060387,-9.28E-07,-4.28E-05,-7.83E-06,0.000455564,0.035522871,3.63E-14,-5.86110421,0.000266598,0.001123584,1.32E-06,6.20E-05,0.000266402,0.001597914,0.970432205,1.117381564,1.083130446,0.928710042,1.191839682,0.814939703,0.297949688,0.988582649,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,1.024166654,276.262719,161954460,FALSE,FALSE
403396,14.05176853,4.29512476,37.07893698,66.6143631,1.137476778,1.120221468,0.62015933,1.0640364,1.466317892,0.455579419,6.563343071,33.37477212,0.000904983,-0.961933105,0.004741744,0.027478083,-0.002662644,-0.002799993,-8.38E-05,-8.24E-06,-0.000686305,-2.34E-06,-3.77E-05,-7.12E-06,0.046985187,1.43E-37,2.67E-13,-0.53769097,0.000262932,0.000765278,-9.82E-06,5.61E-05,0.000558241,0.000671566,0.861389668,1.03440238,0.975391844,0.76107225,0.772854121,0.628830561,0.509195812,0.908862796,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,0.678459055,277.4906051,162310767,FALSE,FALSE
406404,11.7958264,3.113376489,15.86370622,94.90749556,1.464070995,2.609759879,0.455814724,1.124017899,1.539601283,0.531898335,8.02829957,28.73812321,0.001799837,2.091453319,0.003739675,0.05079141,-0.000546993,-0.002304874,-9.69E-05,-3.81E-05,-0.000628625,-1.68E-06,-2.63E-05,-8.79E-06,2.21E-07,4.29E-06,2.78E-07,-11457.77473,0.000209342,0.001251635,4.71E-06,-0.000100643,-9.99E-05,0.000977082,0.945724389,0.970361752,1.428489749,0.76906721,0.995687693,0.867173481,0.603769499,1.016725376,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,0.955120078,281.474656,163510959,FALSE,FALSE
408157,14.80732261,4.132538445,11.29050897,58.08769142,0.54211428,2.943860569,0.945724294,1.509687486,1.271756843,0.37924306,6.66915256,35.33841621,-0.002945212,-0.362466353,0.005971722,0.054704832,-0.005654574,-0.002888783,-9.07E-05,-2.02E-05,-0.00055434,-1.71E-06,-3.14E-05,-8.43E-06,0.018578343,1.49E-31,0.165688815,-2.198244794,0.00029769,0.0008044,-4.35E-05,4.99E-05,0.000418631,0.001182328,0.816506156,0.970327674,0.461110567,1.245114495,1.152702883,1.199017479,0.939835758,0.916965422,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,1.01320844,280.8851373,164210406,FALSE,FALSE
409035,13.29100807,3.108480737,17.55288935,192.3355869,1.586952503,2.466022558,1.225314044,0.916983469,1.284980546,0.663951758,8.485642606,34.82860661,-0.002146142,2.870816193,0.00364284,0.021752472,-0.001455874,-0.006086714,-8.45E-05,-2.04E-05,-0.000587407,-1.10E-06,-3.54E-05,-8.32E-06,0.078675569,1.77E-56,7.321159125,-0.698762308,0.000272132,0.000903846,5.14E-06,2.73E-05,-0.000163226,0.000244128,0.997984891,0.843556938,2.279572097,1.149484936,0.764108452,1.372779155,1.441649724,1.050515037,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,0.967248549,276.6226283,164560728,FALSE,FALSE
417132,13.65339361,4.421021999,13.11630898,33.52949195,1.226116275,3.633829016,1.2763888,1.628686554,1.956224146,0.467722298,7.433158557,30.65848174,0.002065013,0.648637147,0.004821226,0.038603312,-0.002341537,-0.003463302,-0.000132008,-2.30E-05,-0.000594961,-7.82E-07,-7.52E-05,-7.61E-06,0.007589637,0.141141166,5.41E-11,-0.953489359,0.00022823,0.001717672,-1.71E-06,-0.000117091,0.000357598,0.000901465,1.019937699,1.00262526,1.605130767,0.717417246,1.066549018,0.839513509,1.078845854,0.972071737,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,0.894441251,277.2191448,167791431,FALSE,FALSE
417507,7.354596822,4.736051258,15.47631769,99.52234196,0.783236218,2.946767237,0.842098604,0.904594356,1.185664798,0.469151958,5.989064249,28.77806106,0.00413242,6.434055126,-0.002529941,0.022980596,-0.002316558,-0.00519333,-9.99E-05,-2.39E-05,-0.000605355,-4.00E-06,-2.49E-05,-7.07E-06,0.004823995,1.01E-08,0.003654052,-2.088915229,0.000179919,0.001487347,4.35E-05,5.78E-05,0.000390077,0.000105152,1.150300599,1.109271043,1.266497693,0.432328824,1.035178607,1.545725164,0.02397776,0.867343799,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,0.775355956,277.1378457,167941056,FALSE,FALSE
419565,1.036925976,4.848451734,16.18360592,154.7220893,1.919379221,1.108142611,0.858851752,0.941118285,0.645196512,0.451471282,8.761959046,32.5133919,0.00022919,-0.880083069,0.006636172,0.028687699,-0.00409203,-0.003164185,-6.47E-05,-1.22E-05,-0.000594357,-1.22E-06,-2.72E-05,-7.24E-06,0.018092225,4.03E-33,0.067083478,-1.202509538,0.00028783,0.000954405,1.00E-06,-8.87E-05,0.000111801,0.002672099,0.871596952,0.9810593,1.160214098,0.508938174,1.123794726,1.473087836,1.462242135,1.069549455,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,1.251159317,278.3446268,168762198,FALSE,FALSE
419848,3.443984777,3.581516787,26.28618244,86.87976317,1.328725704,2.959247155,0.54304464,1.156563951,0.495209697,0.338349491,6.137494652,32.46257161,0.000480649,2.173465495,0.003141647,0.026126611,-0.002154643,-0.00257897,-8.52E-05,-9.88E-06,-0.000604306,-3.21E-06,-5.09E-05,-7.69E-06,0.167875549,4.77E-53,0.715667898,-0.87555277,0.00017165,0.001177506,-8.77E-06,0.000135754,0.000290201,0.001699557,1.180878245,0.914495475,0.642247883,1.526911815,0.927967938,1.162411772,-0.307637652,0.878610426,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,1.117120344,278.1258237,168875115,FALSE,FALSE
420406,9.750534398,3.901184678,9.97707243,134.2230608,0.821279922,6.923661805,0.91941044,1.507697275,1.137594672,0.553374937,8.326296038,31.66895496,0.000802064,4.787016342,0.00028972,0.003609033,-0.005097037,-0.003101257,-0.000108147,7.20E-06,-0.000612462,-3.86E-06,-3.69E-05,-8.20E-06,3.33E-07,0.00039621,7.26E-07,-731.1921433,0.000240674,0.001451177,-4.20E-05,0.000174811,8.37E-06,0.001922065,1.125757215,1.003033987,0.980018555,0.756408418,0.867839746,1.039282083,1.555567423,1.039213498,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,0.982425626,279.6108029,169097757,FALSE,FALSE
420718,12.63144405,4.584098735,8.829410412,48.30344417,1.190220974,3.559843203,1.570936653,1.770394147,1.558571957,0.497642013,7.876063768,34.92457532,-0.001750385,-1.968354333,0.006808852,0.010665537,-0.006376245,-0.006517893,-9.81E-05,1.30E-05,-0.000578356,-3.28E-06,-4.08E-05,-8.03E-06,0.006294314,0.000219013,0.129922839,-1.438673214,0.000224757,0.001957099,9.69E-05,0.000108881,0.000359407,0.000563376,0.994830819,1.04192827,0.365759519,1.062958716,0.836405734,0.768041572,1.73775275,1.005846665,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,1.184894285,278.9479414,169222245,FALSE,FALSE
423131,7.711827441,4.20739984,7.166291762,190.112551,1.680210432,2.459571167,0.985982132,0.830017052,1.332647501,0.554099326,7.787036996,28.60286437,0.003162237,0.916909152,0.004909358,0.038059285,-0.003888674,-0.003870506,-7.00E-05,-2.66E-05,-0.00064373,-2.29E-06,-3.48E-05,-9.01E-06,0.034066049,0.12051683,9.00E-23,-0.362078498,0.000290762,0.000914479,-0.000125293,-0.00011091,1.94E-05,0.001243523,0.946652523,0.770606082,1.041212309,1.05913412,0.959055934,1.378443003,0.876985735,0.998753373,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,0.921689967,279.0051452,170185032,FALSE,FALSE
423271,16.6598522,3.283341021,20.07080145,32.83463608,1.957354999,4.931359114,0.876712791,1.158851893,1.974455876,0.478694023,8.824136275,36.25663512,-0.002059973,-1.426665663,0.006026778,0.041715003,-0.00551815,-0.000716302,-8.36E-05,-4.80E-05,-0.000634174,-2.68E-06,-1.47E-05,-7.71E-06,0.008212119,6.25E-09,0.000437266,-0.928499591,0.000319454,0.000932502,-0.000117773,7.48E-06,-0.00031194,0.001827169,1.136412817,1.064126915,1.019502638,0.888162654,0.934682467,1.072962988,-0.053377903,1.074039576,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,1.183773498,277.9459621,170240892,FALSE,FALSE
423459,4.644871142,5.655826002,10.16886298,39.42219093,0.8429374,1.231015003,1.088743295,1.794772736,0.564019975,0.40474668,7.998942304,32.03752791,0.000202234,2.865608288,0.003291417,0.036738935,-0.00255945,-0.004194235,-9.52E-05,-5.28E-05,-0.000596518,-2.15E-06,-7.23E-06,-9.49E-06,0.003143086,0.005528074,0.007631552,-3.022865946,0.000240095,0.001055299,-8.81E-05,-1.83E-06,0.000130605,1.67E-05,1.029091942,1.051444212,0.294823234,0.840202372,0.749059195,0.842979058,0.637239097,1.014569589,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,0.825916103,277.3374646,170315904,FALSE,FALSE
424673,4.101863992,4.470184236,6.824710509,273.7000418,1.208456772,2.053066947,0.783319317,0.539805631,0.275223831,0.485333449,7.097628074,31.80296818,0.000548214,0.854499717,0.005011438,0.014466491,-0.00572319,-0.00688046,-8.00E-05,1.37E-05,-0.000682523,-3.36E-06,-3.96E-05,-9.46E-06,2.55E-07,1.45E-05,1.67E-07,-5294.76983,0.000312995,0.00124651,-0.000104006,-1.36E-05,-0.000206389,0.000478999,0.987792047,1.064863091,-0.461064866,1.024687274,0.98406835,0.508358949,1.19806211,0.946314263,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,1.094873541,277.9164443,170800290,FALSE,FALSE
428397,6.678723964,5.596327385,7.588555192,37.2036205,1.10941747,2.330181379,0.935738814,1.628308346,0.729843341,0.444294319,8.692083738,36.63117893,-0.002754637,-2.403811061,0.006277389,0.006869195,-0.006387855,-0.003349563,-6.35E-05,9.88E-06,-0.000609774,-2.09E-06,-4.52E-05,-8.90E-06,0.024970767,9.82E-31,0.076734192,-1.410148419,0.000284395,0.001243309,-5.76E-06,-5.64E-05,9.63E-05,0.002111861,1.129419231,1.066272506,1.576023626,1.160035421,0.980534125,0.929845055,0.991747754,1.064927957,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,1.096660891,280.5199662,172286166,FALSE,FALSE
430635,2.662726755,3.27757996,4.826778763,129.1599174,1.60120598,3.530067051,0.833329644,0.914363522,0.33541525,0.581138469,7.414618297,29.73138027,0.002189318,0.443137221,0.005839689,0.033301498,-0.006859274,-0.004181875,-7.06E-05,-4.03E-05,-0.000693896,-3.70E-06,-4.22E-05,-8.05E-06,0.00851249,46176.33084,0.000602621,-0.505742741,0.000262443,0.000920732,7.30E-05,-0.000168486,-1.45E-05,0.000111427,1.057234255,0.964841856,0.464614789,1.039468989,1.36111626,0.995990463,2.124124755,0.970868797,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,1.137788719,277.5293343,173179128,FALSE,FALSE
430748,0.720775864,3.594655947,3.922357331,99.23160022,1.287117839,3.024156733,0.773216015,1.368049061,0.224188691,0.472254496,7.809307466,36.53180839,-0.001808932,0.749493861,0.003033851,0.032566219,-0.003973477,-0.003633017,-7.79E-05,-1.92E-05,-0.000625872,-3.35E-06,-5.61E-05,-9.09E-06,0.008485396,8.823982732,0.001441506,-0.622189641,0.000212725,0.001508341,-4.69E-06,6.51E-05,0.000247843,0.001059612,0.951544396,0.981992823,0.447135998,0.850188553,0.954165157,0.721404018,1.290978344,1.000611271,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,1.004355221,276.6718489,173224215,FALSE,FALSE
